empID,A,Last Name,First Name,Department,Office,timestamp,type,prox-id,floor,zone
fmata,33,Mata,Felipe,Engineering,2120,2016-06-01 11:59:34,fixed-prox,fmata001,1,2
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-01 12:01:18,fixed-prox,jcastellanos001,2,4
jsanjorge,57,Sanjorge Jr.,Sten,Executive,3000,2016-06-01 12:01:40,fixed-prox,jsanjorge001,3,4
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-01 12:01:59,fixed-prox,jcastellanos001,1,4
jsanjorge,57,Sanjorge Jr.,Sten,Executive,3000,2016-06-01 12:02:21,fixed-prox,jsanjorge001,2,4
jsanjorge,57,Sanjorge Jr.,Sten,Executive,3000,2016-06-01 12:03:04,fixed-prox,jsanjorge001,1,4
jholly,7,Holly,Jama,Administration,2410,2016-06-01 12:06:42,fixed-prox,jholly001,3,4
jholly,7,Holly,Jama,Administration,2410,2016-06-01 12:07:23,fixed-prox,jholly001,2,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-01 12:07:24,fixed-prox,cmorluniau001,2,4
jholly,7,Holly,Jama,Administration,2410,2016-06-01 12:07:38,fixed-prox,jholly001,2,2
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-01 12:08:06,fixed-prox,cmorluniau001,1,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-01 12:08:18,fixed-prox,cmorluniau001,1,2
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-01 12:13:14,fixed-prox,ldedos001,2,4
sparrino,41,Parrino,Silvio,Engineering,2125,2016-06-01 12:13:17,fixed-prox,sparrino001,2,4
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-01 12:13:55,fixed-prox,ldedos001,1,4
sparrino,41,Parrino,Silvio,Engineering,2125,2016-06-01 12:13:55,fixed-prox,sparrino001,1,4
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-01 12:14:07,fixed-prox,ldedos001,1,2
sparrino,41,Parrino,Silvio,Engineering,2125,2016-06-01 12:14:13,fixed-prox,sparrino001,1,2
monda,38,Onda,Marin,Engineering,2400,2016-06-01 12:14:14,fixed-prox,monda001,2,4
monda,38,Onda,Marin,Engineering,2400,2016-06-01 12:14:55,fixed-prox,monda001,1,4
monda,38,Onda,Marin,Engineering,2400,2016-06-01 12:15:10,fixed-prox,monda001,1,2
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-01 12:16:16,fixed-prox,ncalixto001,2,4
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-01 12:16:57,fixed-prox,ncalixto001,1,4
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-01 12:17:14,fixed-prox,ncalixto001,1,2
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-01 12:38:18,fixed-prox,lalcazar001,1,4
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-01 12:38:54,fixed-prox,lalcazar001,2,4
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-01 12:43:18,fixed-prox,hmies001,1,4
hmies,72,Mies,Henk,Facilities,2250,2016-06-01 12:43:18,fixed-prox,hmies001,1,4
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-01 12:43:54,fixed-prox,hmies001,2,4
hmies,72,Mies,Henk,Facilities,2250,2016-06-01 12:43:54,fixed-prox,hmies001,2,4
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-01 12:44:49,fixed-prox,hmies001,2,6
hmies,72,Mies,Henk,Facilities,2250,2016-06-01 12:44:49,fixed-prox,hmies001,2,6
gcazar,25,Cazar,Gustav,Engineering,2620,2016-06-01 12:45:03,fixed-prox,gcazar001,1,4
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-01 12:45:12,fixed-prox,iborrasca001,1,4
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-01 12:45:44,fixed-prox,iborrasca001,2,4
gcazar,25,Cazar,Gustav,Engineering,2620,2016-06-01 12:45:44,fixed-prox,gcazar001,2,4
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-01 12:46:03,fixed-prox,acalzas001,1,4
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-01 12:46:08,fixed-prox,iborrasca001,2,6
knielson,35,Nielson,Karole,Engineering,2550,2016-06-01 12:46:12,fixed-prox,knielson001,1,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-01 12:46:19,fixed-prox,eklinger001,3,4
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-01 12:46:44,fixed-prox,acalzas001,2,4
knielson,35,Nielson,Karole,Engineering,2550,2016-06-01 12:46:44,fixed-prox,knielson001,2,4
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-01 12:46:59,fixed-prox,acalzas001,2,2
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-01 12:47:00,fixed-prox,eklinger001,2,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-01 12:47:31,fixed-prox,eklinger001,1,4
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-01 12:47:33,fixed-prox,thagan001,1,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-01 12:47:54,fixed-prox,eklinger001,1,2
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-01 12:48:15,fixed-prox,thagan001,2,4
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-01 12:48:41,fixed-prox,thagan001,2,2
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-01 12:56:03,fixed-prox,jcastellanos001,1,4
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-01 12:56:44,fixed-prox,jcastellanos001,2,4
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-01 13:00:25,fixed-prox,jcastellanos001,2,3
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-01 13:05:57,fixed-prox,cmorluniau001,1,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-01 13:06:38,fixed-prox,cmorluniau001,2,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-01 13:06:54,fixed-prox,cmorluniau001,2,6
fmata,33,Mata,Felipe,Engineering,2120,2016-06-01 13:07:03,fixed-prox,fmata001,1,4
fmata,33,Mata,Felipe,Engineering,2120,2016-06-01 13:07:44,fixed-prox,fmata001,2,4
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-01 13:12:57,fixed-prox,ncalixto001,1,4
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-01 13:13:38,fixed-prox,ncalixto001,2,4
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-01 13:13:57,fixed-prox,ldedos001,1,4
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-01 13:14:38,fixed-prox,ldedos001,2,4
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-01 13:15:00,fixed-prox,ldedos001,2,2
monda,38,Onda,Marin,Engineering,2400,2016-06-01 13:16:18,fixed-prox,monda001,1,4
sparrino,41,Parrino,Silvio,Engineering,2125,2016-06-01 13:16:18,fixed-prox,sparrino001,1,4
monda,38,Onda,Marin,Engineering,2400,2016-06-01 13:17:00,fixed-prox,monda001,2,4
sparrino,41,Parrino,Silvio,Engineering,2125,2016-06-01 13:17:00,fixed-prox,sparrino001,2,4
monda,38,Onda,Marin,Engineering,2400,2016-06-01 13:17:19,fixed-prox,monda001,2,2
hblue,51,Blue,Hobert,Executive,3350,2016-06-01 13:31:16,fixed-prox,hblue001,3,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-01 13:31:57,fixed-prox,hblue001,2,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-01 13:32:28,fixed-prox,hblue001,1,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-01 13:32:43,fixed-prox,hblue001,1,2
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-01 13:46:03,fixed-prox,eklinger001,1,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-01 13:46:44,fixed-prox,eklinger001,2,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-01 13:47:15,fixed-prox,eklinger001,3,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-01 13:47:35,fixed-prox,eklinger001,3,2
monda,38,Onda,Marin,Engineering,2400,2016-06-01 13:55:21,fixed-prox,monda001,2,6
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-01 13:55:45,fixed-prox,ldedos001,2,6
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-01 13:56:24,fixed-prox,lalcazar001,2,6
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-01 13:57:30,fixed-prox,acalzas001,2,6
gcazar,25,Cazar,Gustav,Engineering,2620,2016-06-01 13:58:31,fixed-prox,gcazar001,2,6
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-01 14:00:20,fixed-prox,ncalixto001,2,6
fmata,33,Mata,Felipe,Engineering,2120,2016-06-01 14:00:34,fixed-prox,fmata001,2,6
sparrino,41,Parrino,Silvio,Engineering,2125,2016-06-01 14:00:37,fixed-prox,sparrino001,2,6
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-01 14:01:55,fixed-prox,thagan001,2,6
knielson,35,Nielson,Karole,Engineering,2550,2016-06-01 14:04:22,fixed-prox,knielson001,2,6
emintz,54,Mintz,Emil,Executive,3220,2016-06-01 14:30:34,fixed-prox,emintz001,3,4
emintz,54,Mintz,Emil,Executive,3220,2016-06-01 14:31:09,fixed-prox,emintz001,2,4
emintz,54,Mintz,Emil,Executive,3220,2016-06-01 14:31:40,fixed-prox,emintz001,1,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-01 14:36:03,fixed-prox,hblue001,1,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-01 14:36:44,fixed-prox,hblue001,2,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-01 14:37:15,fixed-prox,hblue001,3,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-01 14:37:31,fixed-prox,hblue001,3,2
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-01 14:49:01,fixed-prox,hmies001,2,6
hmies,72,Mies,Henk,Facilities,2250,2016-06-01 14:49:01,fixed-prox,hmies001,2,6
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-01 14:52:17,fixed-prox,acalzas001,2,2
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-01 14:54:01,fixed-prox,cmorluniau001,2,6
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-01 14:55:42,fixed-prox,ldedos001,2,2
monda,38,Onda,Marin,Engineering,2400,2016-06-01 14:56:16,fixed-prox,monda001,2,2
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-01 15:03:44,fixed-prox,thagan001,2,2
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-01 15:11:25,fixed-prox,jcastellanos001,2,3
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-01 15:21:21,fixed-prox,ncalixto001,2,6
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-01 15:28:01,fixed-prox,iborrasca001,2,6
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-01 15:29:02,fixed-prox,ncalixto001,2,6
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-01 15:30:15,fixed-prox,hmies001,2,6
hmies,72,Mies,Henk,Facilities,2250,2016-06-01 15:30:15,fixed-prox,hmies001,2,6
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-01 15:30:29,fixed-prox,acalzas001,2,2
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-01 15:32:27,fixed-prox,lalcazar001,2,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-01 15:32:27,fixed-prox,cmorluniau001,2,4
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-01 15:33:08,fixed-prox,lalcazar001,1,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-01 15:33:08,fixed-prox,cmorluniau001,1,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-01 15:39:54,fixed-prox,cmorluniau001,1,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-01 15:40:36,fixed-prox,cmorluniau001,2,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-01 15:40:56,fixed-prox,cmorluniau001,2,6
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-01 15:41:36,fixed-prox,lalcazar001,1,4
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-01 15:42:17,fixed-prox,lalcazar001,2,4
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-01 15:44:36,fixed-prox,ldedos001,2,2
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-01 15:45:04,fixed-prox,thagan001,2,2
monda,38,Onda,Marin,Engineering,2400,2016-06-01 15:47:48,fixed-prox,monda001,2,2
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-01 15:52:15,fixed-prox,cmorluniau001,2,6
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-01 16:04:28,fixed-prox,ldedos001,2,2
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-01 16:05:15,fixed-prox,iborrasca001,2,6
monda,38,Onda,Marin,Engineering,2400,2016-06-01 16:11:04,fixed-prox,monda001,2,2
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-01 16:12:04,fixed-prox,thagan001,2,2
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-01 16:12:15,fixed-prox,hmies001,2,6
hmies,72,Mies,Henk,Facilities,2250,2016-06-01 16:12:15,fixed-prox,hmies001,2,6
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-01 16:18:04,fixed-prox,acalzas001,2,2
knielson,35,Nielson,Karole,Engineering,2550,2016-06-01 16:46:04,fixed-prox,knielson001,2,4
knielson,35,Nielson,Karole,Engineering,2550,2016-06-01 16:46:45,fixed-prox,knielson001,1,4
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-01 16:47:16,fixed-prox,iborrasca001,2,4
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-01 16:47:57,fixed-prox,iborrasca001,1,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-01 16:50:29,fixed-prox,cmorluniau001,2,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-01 16:51:10,fixed-prox,cmorluniau001,1,4
jholly,7,Holly,Jama,Administration,2410,2016-06-01 16:56:16,fixed-prox,jholly001,2,4
gcazar,25,Cazar,Gustav,Engineering,2620,2016-06-01 16:56:16,fixed-prox,gcazar001,2,4
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-01 16:56:16,fixed-prox,ncalixto001,2,4
jholly,7,Holly,Jama,Administration,2410,2016-06-01 16:56:57,fixed-prox,jholly001,1,4
gcazar,25,Cazar,Gustav,Engineering,2620,2016-06-01 16:56:57,fixed-prox,gcazar001,1,4
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-01 16:56:57,fixed-prox,ncalixto001,1,4
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-01 16:59:19,fixed-prox,thagan001,2,4
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-01 17:00:00,fixed-prox,thagan001,1,4
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-01 17:01:30,fixed-prox,tseifert001,3,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-01 17:01:30,fixed-prox,hblue001,3,4
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-01 17:02:01,fixed-prox,tseifert001,2,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-01 17:02:01,fixed-prox,hblue001,2,4
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-01 17:02:32,fixed-prox,tseifert001,1,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-01 17:02:32,fixed-prox,hblue001,1,4
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-01 17:02:46,fixed-prox,lorosco001,3,4
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-01 17:03:01,fixed-prox,jcastellanos001,2,4
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-01 17:03:27,fixed-prox,lorosco001,2,4
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-01 17:03:42,fixed-prox,jcastellanos001,1,4
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-01 17:03:58,fixed-prox,lorosco001,1,4
fmata,33,Mata,Felipe,Engineering,2120,2016-06-01 17:04:28,fixed-prox,fmata001,2,4
aribera,14,Ribera,Anda,Administration,3110,2016-06-01 17:04:35,fixed-prox,aribera001,3,4
fmata,33,Mata,Felipe,Engineering,2120,2016-06-01 17:05:09,fixed-prox,fmata001,1,4
aribera,14,Ribera,Anda,Administration,3110,2016-06-01 17:05:16,fixed-prox,aribera001,2,4
aribera,14,Ribera,Anda,Administration,3110,2016-06-01 17:05:47,fixed-prox,aribera001,1,4
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-01 17:11:23,fixed-prox,acalzas001,2,4
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-01 17:12:04,fixed-prox,acalzas001,1,4
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-01 17:14:07,fixed-prox,lalcazar001,2,4
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-01 17:14:48,fixed-prox,lalcazar001,1,4
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-01 17:15:36,fixed-prox,hmies001,2,4
hmies,72,Mies,Henk,Facilities,2250,2016-06-01 17:15:36,fixed-prox,hmies001,2,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-01 17:15:47,fixed-prox,epavone001,3,4
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-01 17:16:17,fixed-prox,hmies001,1,4
hmies,72,Mies,Henk,Facilities,2250,2016-06-01 17:16:17,fixed-prox,hmies001,1,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-01 17:16:28,fixed-prox,epavone001,2,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-01 17:16:59,fixed-prox,epavone001,1,4
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-01 17:18:14,fixed-prox,ldedos001,2,4
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-01 17:18:55,fixed-prox,ldedos001,1,4
monda,38,Onda,Marin,Engineering,2400,2016-06-01 17:19:14,fixed-prox,monda001,2,4
sparrino,41,Parrino,Silvio,Engineering,2125,2016-06-01 17:19:17,fixed-prox,sparrino001,2,4
monda,38,Onda,Marin,Engineering,2400,2016-06-01 17:19:55,fixed-prox,monda001,1,4
sparrino,41,Parrino,Silvio,Engineering,2125,2016-06-01 17:19:55,fixed-prox,sparrino001,1,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-01 17:31:50,fixed-prox,eklinger001,3,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-01 17:32:31,fixed-prox,eklinger001,2,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-01 17:33:02,fixed-prox,eklinger001,1,4
ostrum,58,Strum,Orhan,Executive,3200,2016-06-01 17:45:08,fixed-prox,ostrum001,3,6
ibarranco,50,Barranco,Ingrid,Executive,3120,2016-06-01 17:45:33,fixed-prox,ibarranco001,3,4
ostrum,58,Strum,Orhan,Executive,3200,2016-06-01 17:45:35,fixed-prox,ostrum001,3,4
ostrum,58,Strum,Orhan,Executive,3200,2016-06-01 17:46:14,fixed-prox,ostrum001,2,4
ibarranco,50,Barranco,Ingrid,Executive,3120,2016-06-01 17:46:14,fixed-prox,ibarranco001,2,4
ostrum,58,Strum,Orhan,Executive,3200,2016-06-01 17:46:45,fixed-prox,ostrum001,1,4
ibarranco,50,Barranco,Ingrid,Executive,3120,2016-06-01 17:46:45,fixed-prox,ibarranco001,1,4
earpa,60,Arpa,Emile,Facilities,1070,2016-06-02 02:31:40,fixed-prox,earpa001,1,6
vawelon,61,Awelon,Varro,Facilities,1070,2016-06-02 02:33:41,fixed-prox,vawelon001,1,6
vawelon,61,Awelon,Varro,Facilities,1070,2016-06-02 05:57:40,fixed-prox,vawelon001,1,6
earpa,60,Arpa,Emile,Facilities,1070,2016-06-02 06:04:40,fixed-prox,earpa001,1,6
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-02 07:00:52,fixed-prox,lorosco001,1,4
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-02 07:01:32,fixed-prox,lorosco001,2,4
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-02 07:02:03,fixed-prox,lorosco001,3,4
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-02 07:15:50,fixed-prox,iborrasca001,1,4
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-02 07:16:32,fixed-prox,iborrasca001,2,4
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-02 07:16:56,fixed-prox,iborrasca001,2,6
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-02 07:18:06,fixed-prox,thagan001,1,4
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-02 07:18:47,fixed-prox,thagan001,2,4
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-02 07:19:13,fixed-prox,thagan001,2,2
vawelon,61,Awelon,Varro,Facilities,1070,2016-06-02 07:21:06,fixed-prox,vawelon001,1,4
vawelon,61,Awelon,Varro,Facilities,1070,2016-06-02 07:21:47,fixed-prox,vawelon001,2,4
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-02 07:22:37,fixed-prox,hmies001,1,4
hmies,72,Mies,Henk,Facilities,2250,2016-06-02 07:22:37,fixed-prox,hmies001,1,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-02 07:22:37,fixed-prox,cmorluniau001,1,4
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-02 07:23:18,fixed-prox,hmies001,2,4
hmies,72,Mies,Henk,Facilities,2250,2016-06-02 07:23:18,fixed-prox,hmies001,2,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-02 07:23:18,fixed-prox,cmorluniau001,2,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-02 07:23:34,fixed-prox,cmorluniau001,2,6
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-02 07:24:08,fixed-prox,hmies001,2,6
hmies,72,Mies,Henk,Facilities,2250,2016-06-02 07:24:08,fixed-prox,hmies001,2,6
monda,38,Onda,Marin,Engineering,2400,2016-06-02 07:24:39,fixed-prox,monda001,1,4
monda,38,Onda,Marin,Engineering,2400,2016-06-02 07:25:20,fixed-prox,monda001,2,4
monda,38,Onda,Marin,Engineering,2400,2016-06-02 07:25:35,fixed-prox,monda001,2,2
vawelon,61,Awelon,Varro,Facilities,1070,2016-06-02 07:29:15,fixed-prox,vawelon001,2,4
vawelon,61,Awelon,Varro,Facilities,1070,2016-06-02 07:29:57,fixed-prox,vawelon001,1,4
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-02 07:30:54,fixed-prox,lalcazar001,1,4
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-02 07:31:36,fixed-prox,lalcazar001,2,4
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-02 07:35:06,fixed-prox,ncalixto001,1,4
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-02 07:35:47,fixed-prox,ncalixto001,2,4
fmata,33,Mata,Felipe,Engineering,2120,2016-06-02 07:36:35,fixed-prox,fmata001,1,4
fmata,33,Mata,Felipe,Engineering,2120,2016-06-02 07:37:16,fixed-prox,fmata001,2,4
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-02 07:41:37,fixed-prox,acalzas001,1,4
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-02 07:42:18,fixed-prox,acalzas001,2,4
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-02 07:42:37,fixed-prox,acalzas001,2,2
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-02 07:42:52,fixed-prox,ldedos001,1,4
sparrino,41,Parrino,Silvio,Engineering,2125,2016-06-02 07:42:52,fixed-prox,sparrino001,1,4
knielson,35,Nielson,Karole,Engineering,2550,2016-06-02 07:42:56,fixed-prox,knielson001,1,4
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-02 07:43:34,fixed-prox,ldedos001,2,4
knielson,35,Nielson,Karole,Engineering,2550,2016-06-02 07:43:34,fixed-prox,knielson001,2,4
sparrino,41,Parrino,Silvio,Engineering,2125,2016-06-02 07:43:34,fixed-prox,sparrino001,2,4
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-02 07:43:56,fixed-prox,ldedos001,2,2
gcazar,25,Cazar,Gustav,Engineering,2620,2016-06-02 07:45:35,fixed-prox,gcazar001,1,4
gcazar,25,Cazar,Gustav,Engineering,2620,2016-06-02 07:46:16,fixed-prox,gcazar001,2,4
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-02 07:54:32,fixed-prox,jcastellanos001,1,4
slea,114,Lea,Sherell,Security,2170,2016-06-02 07:54:55,fixed-prox,slea001,1,4
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-02 07:55:14,fixed-prox,jcastellanos001,2,4
slea,114,Lea,Sherell,Security,2170,2016-06-02 07:55:37,fixed-prox,slea001,2,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-02 07:55:57,fixed-prox,epavone001,1,4
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-02 07:56:07,fixed-prox,jcastellanos001,2,3
slea,114,Lea,Sherell,Security,2170,2016-06-02 07:56:26,fixed-prox,slea001,2,3
epavone,13,Pavone,Emma,Administration,3150,2016-06-02 07:56:38,fixed-prox,epavone001,2,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-02 07:57:09,fixed-prox,epavone001,3,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-02 07:57:20,fixed-prox,epavone001,3,2
jholly,7,Holly,Jama,Administration,2410,2016-06-02 07:59:35,fixed-prox,jholly001,1,4
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-02 07:59:35,fixed-prox,tseifert001,1,4
jholly,7,Holly,Jama,Administration,2410,2016-06-02 08:00:16,fixed-prox,jholly001,2,4
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-02 08:00:16,fixed-prox,tseifert001,2,4
jholly,7,Holly,Jama,Administration,2410,2016-06-02 08:00:35,fixed-prox,jholly001,2,2
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-02 08:00:47,fixed-prox,tseifert001,3,4
aribera,14,Ribera,Anda,Administration,3110,2016-06-02 08:01:35,fixed-prox,aribera001,1,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-02 08:01:35,fixed-prox,hblue001,1,4
emintz,54,Mintz,Emil,Executive,3220,2016-06-02 08:01:35,fixed-prox,emintz001,1,4
aribera,14,Ribera,Anda,Administration,3110,2016-06-02 08:02:16,fixed-prox,aribera001,2,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-02 08:02:16,fixed-prox,hblue001,2,4
emintz,54,Mintz,Emil,Executive,3220,2016-06-02 08:02:16,fixed-prox,emintz001,2,4
aribera,14,Ribera,Anda,Administration,3110,2016-06-02 08:02:47,fixed-prox,aribera001,3,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-02 08:02:47,fixed-prox,hblue001,3,4
emintz,54,Mintz,Emil,Executive,3220,2016-06-02 08:02:47,fixed-prox,emintz001,3,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-02 08:03:03,fixed-prox,hblue001,3,2
emintz,54,Mintz,Emil,Executive,3220,2016-06-02 08:03:06,fixed-prox,emintz001,3,3
